Organism,Compound Name,Chemical Formula,Mol. Wt.,SMILES,Common-Name,Object ID
MED4,NICOTINATE_NUCLEOTIDE,C11H12N1O9P1,333.191,C(OP(=O)([O-])[O-])[C@@H]2([C@@H](O)[C@@H](O)[C@H]([N+]1(\C=C/C=C(/C=1)/C(=O)[O-]))O2),&beta;-nicotinate D-ribonucleotide,NICOTINATE_NUCLEOTIDE
MTBH37RV,NICOTINATE_NUCLEOTIDE,C11H12N1O9P1,333.191,C(OP(=O)([O-])[O-])[C@@H]2([C@@H](O)[C@@H](O)[C@H]([N+]1(\C=C/C=C(/C=1)/C(=O)[O-]))O2),&beta;-nicotinate D-ribonucleotide,NICOTINATE_NUCLEOTIDE
PPUT160488,NICOTINATE_NUCLEOTIDE,C11H12N1O9P1,333.191,C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[N+]2(\C=C/C=C(/C=2)/C(=O)[O-])),&beta;-nicotinate D-ribonucleotide,NICOTINATE_NUCLEOTIDE
YARROWIA,NICOTINATE_NUCLEOTIDE,C11H12N1O9P1,333.191,C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[N+]2(\C=C/C=C(/C=2)/C(=O)[O-])),&beta;-nicotinate D-ribonucleotide,NICOTINATE_NUCLEOTIDE
YEAST,NICOTINATE_NUCLEOTIDE,C11H12N1O9P1,333.191,C(OP(=O)([O-])[O-])[C@@H]2([C@@H](O)[C@@H](O)[C@H]([N+]1(\C=C/C=C(/C=1)/C(=O)[O-]))O2),&beta;-nicotinate D-ribonucleotide,NICOTINATE_NUCLEOTIDE
ECOLI,CPD-230,C12H22O11,342.299,C([C@H]2(O[C@H](OC[C@H]1(O[C@](O)(CO)[C@H]([C@@H]1O)O))[C@@H]([C@H]([C@@H]2O)O)O))O,&beta;-palatinose,CPD-230
ECOLI,Beta-phellandrene,C10H16,136.236,CC(C1(CCC(\C=C/1)=C))C,&beta;-phellandrene,Beta-phellandrene
GCF_000014565,Beta-phellandrene,C10H16,136.236,CC(C1(CCC(\C=C/1)=C))C,&beta;-phellandrene,Beta-phellandrene
GCF_000046845,Beta-phellandrene,C10H16,136.236,CC(C1(CCC(\C=C/1)=C))C,&beta;-phellandrene,Beta-phellandrene
GCF_009937745,Beta-phellandrene,C10H16,136.236,CC(C1(CCC(\C=C/1)=C))C,&beta;-phellandrene,Beta-phellandrene
MTBH37RV,Beta-phellandrene,C10H16,136.236,CC(C1(CCC(\C=C/1)=C))C,&beta;-phellandrene,Beta-phellandrene
PPUT160488,Beta-phellandrene,C10H16,136.236,CC(C1(CCC(\C=C/1)=C))C,&beta;-phellandrene,Beta-phellandrene
YARROWIA,Beta-phellandrene,C10H16,136.236,CC(C1(CCC(\C=C/1)=C))C,&beta;-phellandrene,Beta-phellandrene
YEAST,Beta-phellandrene,C10H16,136.236,CC(C1(CCC(\C=C/1)=C))C,&beta;-phellandrene,Beta-phellandrene
ECOLI,CPD-16631,C9H11N1O3,181.191,C([O-])(=O)CC(C1(\C=C/C(/O)=C\C=1))[NH3+],&beta;-tyrosine,CPD-16631
MTBH37RV,CPD-16631,C9H11N1O3,181.191,C([O-])(=O)CC(C1(\C=C/C(/O)=C\C=1))[NH3+],&beta;-tyrosine,CPD-16631
PPUT160488,CPD-16631,C9H11N1O3,181.191,C([O-])(=O)CC(C1(\C=C/C(/O)=C\C=1))[NH3+],&beta;-tyrosine,CPD-16631
YARROWIA,CPD-16631,C9H11N1O3,181.191,C([O-])(=O)CC(C1(\C=C/C(/O)=C\C=1))[NH3+],&beta;-tyrosine,CPD-16631
YEAST,CPD-16631,C9H11N1O3,181.191,C([O-])(=O)CC(C1(\C=C/C(/O)=C\C=1))[NH3+],&beta;-tyrosine,CPD-16631
ECOLI,BETAINE_ALDEHYDE,C5H12N1O1,102.156,C[N+](C)(CC=O)C,betaine aldehyde,BETAINE_ALDEHYDE
GCF_000014565,BETAINE_ALDEHYDE,C5H12N1O1,102.156,C[N+](C)(CC=O)C,betaine aldehyde,BETAINE_ALDEHYDE
GCF_000046845,BETAINE_ALDEHYDE,C5H12N1O1,102.156,C[N+](C)(CC=O)C,betaine aldehyde,BETAINE_ALDEHYDE
GCF_009937745,BETAINE_ALDEHYDE,C5H12N1O1,102.156,C[N+](C)(CC=O)C,betaine aldehyde,BETAINE_ALDEHYDE
PPUT160488,BETAINE_ALDEHYDE,C5H12N1O1,102.156,C[N+](C)(CC=O)C,betaine aldehyde,BETAINE_ALDEHYDE
ECOLI,BETAINE-ALDEHYDE-HYDRATE,C5H14N1O2,120.171,C[N+](C)(CC(O)O)C,betaine aldehyde hydrate,BETAINE-ALDEHYDE-HYDRATE
GCF_000014565,BETAINE-ALDEHYDE-HYDRATE,C5H14N1O2,120.171,C[N+](C)(CC(O)O)C,betaine aldehyde hydrate,BETAINE-ALDEHYDE-HYDRATE
GCF_000046845,BETAINE-ALDEHYDE-HYDRATE,C5H14N1O2,120.171,C[N+](C)(CC(O)O)C,betaine aldehyde hydrate,BETAINE-ALDEHYDE-HYDRATE
GCF_009937745,BETAINE-ALDEHYDE-HYDRATE,C5H14N1O2,120.171,C[N+](C)(CC(O)O)C,betaine aldehyde hydrate,BETAINE-ALDEHYDE-HYDRATE
PPUT160488,BETAINE-ALDEHYDE-HYDRATE,C5H14N1O2,120.171,C[N+](C)(CC(O)O)C,betaine aldehyde hydrate,BETAINE-ALDEHYDE-HYDRATE
ECOLI,CPD-8651,C9H7N1O5,209.158,C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=O,betalamate,CPD-8651
PPUT160488,CPD-8651,C9H7N1O5,209.158,C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=O,betalamate,CPD-8651
YARROWIA,CPD-8651,C9H7N1O5,209.158,C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=O,betalamate,CPD-8651
MTBH37RV,CPD-8653,C18H14N2O8,386.317,C(/C=C1(C[C@@H](C([O-])=O)NC(/C(=O)[O-])=C/1))=[N+]2([C@H](C([O-])=O)CC3(/C=C(C(/O)=C\C/2=3)/O)),betanidin,CPD-8653
PPUT160488,CPD-8653,C18H14N2O8,386.317,C(/C=C1(C[C@@H](C([O-])=O)NC(/C(=O)[O-])=C/1))=[N+]2([C@H](C([O-])=O)CC3(/C=C(C(/O)=C\C/2=3)/O)),betanidin,CPD-8653
MTBH37RV,CPD-8890,C18H12N2O8,384.301,C(/C=C1(C[C@@H](C([O-])=O)NC(/C(=O)[O-])=C/1))=[N+]2([C@H](C([O-])=O)CC3(\C/2=C/C(=O)C(=O)\C=3)),betanidin quinone,CPD-8890
PPUT160488,CPD-8890,C18H12N2O8,384.301,C(/C=C1(C[C@@H](C([O-])=O)NC(/C(=O)[O-])=C/1))=[N+]2([C@H](C([O-])=O)CC3(\C/2=C/C(=O)C(=O)\C=3)),betanidin quinone,CPD-8890
YARROWIA,CPD-8757,C18H18N2O6,358.35,COC2(\C(\O)=C/C=C(CC\N=C/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))\C=2),betaxanthin,CPD-8757
ECOLI,CPD-20921,C12H18N2O7,302.283,C=C1(CCO[C@]2(C(=O)N[C@@](O)1C(=O)N2)([C@@H](O)[C@](O)(C)CO)),bicozamycin,CPD-20921
MTBH37RV,CPD1G-185,C15H18N3O5S1,352.384,CC2(\C(N1(N(C(/CSC[C@H](NC(C)=O)C(=O)[O-])=C(C)/C(=O)1)C(/C)=2))=O),bimane <i>N</i>-acetyl-L-cysteinyl conjugate,CPD1G-185
ECOLI,BIOTIN,C10H15N2O3S1,243.3,C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12)),biotin,BIOTIN
GCF_000014565,BIOTIN,C10H15N2O3S1,243.3,C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12)),biotin,BIOTIN
GCF_000046845,BIOTIN,C10H15N2O3S1,243.3,C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12)),biotin,BIOTIN
GCF_009937745,BIOTIN,C10H15N2O3S1,243.3,C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12)),biotin,BIOTIN
MED4,BIOTIN,C10H15N2O3S1,243.3,C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12)),biotin,BIOTIN
MTBH37RV,BIOTIN,C10H15N2O3S1,243.3,C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12)),biotin,BIOTIN
PPUT160488,BIOTIN,C10H15N2O3S1,243.3,C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12)),biotin,BIOTIN
YARROWIA,BIOTIN,C10H15N2O3S1,243.3,C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12)),biotin,BIOTIN
YEAST,BIOTIN,C10H15N2O3S1,243.3,C1(S[C@@H](CCCCC(=O)[O-])[C@H]2(NC(=O)N[C@@H]12)),biotin,BIOTIN
GCF_000014565,BIPHENYL,C12H10,154.211,C2(\C=C/C(/C1(\C=C/C=C\C=1))=C\C=2),biphenyl,BIPHENYL
GCF_000014565,BIPHENYL-23-DIOL,C12H10O2,186.21,C2(\C=C/C(/C1(/C(/O)=C(\C=C/C=1)/O))=C\C=2),"biphenyl-2,3-diol",BIPHENYL-23-DIOL
ECOLI,BISGLYCEROPHOSPHOGLYCEROL,C9H20O13P2,398.197,C(O)C(O)COP([O-])(=O)OCC(O)COP(OCC(CO)O)([O-])=O,bis(glycerophosphoglycerol),BISGLYCEROPHOSPHOGLYCEROL
ECOLI,CPD0-2714,C12H18N6O4Ni1,369.012,C1(\N/C=NC(/C[C@@H](C(O)=O)N)=1).C2(\N/C=NC(/C[C@@H](C(O)=O)N)=2).[Ni+2],bis(L-histidinate)nickel(II),CPD0-2714
ECOLI,BIS-P-NITROPHENOLPHOSPHATE,C12H8N2O8P1,339.178,C1(\C(\[N+](=O)[O-])=C/C=C(\C=1)/OP(OC2(\C=C/C(/[N+](=O)[O-])=C\C=2))(=O)[O-]),bis(<i>p</i>-nitrophenyl) phosphate,BIS-P-NITROPHENOLPHOSPHATE
PPUT160488,CPD-22352,C8H18O2P1S2,241.323,CCC(C)SP(SC(CC)C)(=O)[O-],bis(sec-butylsulfanyl)phosphinate,CPD-22352
ECOLI,CPD-809,C2H5N3O2,103.08,C(=O)(N)NC(=O)N,biuret,CPD-809
MED4,CPD-809,C2H5N3O2,103.08,C(=O)(N)NC(=O)N,biuret,CPD-809
ECOLI,BORATE,H3O3B1,61.834,B(O)(O)O,boric acid,BORATE
YEAST,BORATE,H3O3B1,61.834,B(O)(O)O,boric acid,BORATE
ECOLI,BOROHYDRIDE,H4B1,14.844,[BH2-],borohydride,BOROHYDRIDE
YARROWIA,CPD-4161,C28H46O1,398.671,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34)))),brassicasterol,CPD-4161
YEAST,CPD-15233,C7H8N1O2Br1,218.05,C(ON)C1(\C=C/C(/Br)=C(/C=1)/O),brocresine,CPD-15233
ECOLI,BR-,Br1,79.904,[Br-],bromide,BR-
MTBH37RV,BR-,Br1,79.904,[Br-],bromide,BR-
PPUT160488,BR-,Br1,79.904,[Br-],bromide,BR-
ECOLI,BROMOACETATE,C2H2O2Br1,137.941,C(Br)C([O-])=O,bromoacetate,BROMOACETATE
ECOLI,CPD0-1025,C5H10O8P2Br1,339.981,CC(CBr)(CCOP(=O)([O-])OP(=O)([O-])[O-])O,bromohydrin of isopentenyl pyrophosphate,CPD0-1025
ECOLI,CPD-13405,C4H3O4Br1,194.969,C(=O)([O-])C(Br)CC(=O)[O-],bromosuccinate,CPD-13405
GCF_000014565,CPD-22593,C24H34O2,354.531,C[C@@]45([C@H]3(CC[C@]2(C)([C@@H](C1(\C=C/C(=O)OC=1))CC[C@H]2[C@@H]3CCC4CCCC5))),bufadienolide,CPD-22593
GCF_000046845,CPD-22593,C24H34O2,354.531,C[C@@]45([C@H]3(CC[C@]2(C)([C@@H](C1(\C=C/C(=O)OC=1))CC[C@H]2[C@@H]3CCC4CCCC5))),bufadienolide,CPD-22593
GCF_009937745,CPD-22593,C24H34O2,354.531,C[C@@]45([C@H]3(CC[C@]2(C)([C@@H](C1(\C=C/C(=O)OC=1))CC[C@H]2[C@@H]3CCC4CCCC5))),bufadienolide,CPD-22593
PPUT160488,BUTANAL,C4H8O1,72.107,CCCC=O,butan-1-al,BUTANAL
YARROWIA,BUTANAL,C4H8O1,72.107,CCCC=O,butan-1-al,BUTANAL
ECOLI,BUTANOL,C4H10O1,74.122,CCCCO,butan-1-ol,BUTANOL
MED4,BUTANOL,C4H10O1,74.122,CCCCO,butan-1-ol,BUTANOL
PPUT160488,BUTANOL,C4H10O1,74.122,CCCCO,butan-1-ol,BUTANOL
YARROWIA,BUTANOL,C4H10O1,74.122,CCCCO,butan-1-ol,BUTANOL
YEAST,BUTANOL,C4H10O1,74.122,CCCCO,butan-1-ol,BUTANOL
ECOLI,CPD-326,C4H10O1,74.122,CCC(O)C,butan-2-ol,CPD-326
GCF_000014565,CPD-326,C4H10O1,74.122,CCC(O)C,butan-2-ol,CPD-326
GCF_000046845,CPD-326,C4H10O1,74.122,CCC(O)C,butan-2-ol,CPD-326
GCF_009937745,CPD-326,C4H10O1,74.122,CCC(O)C,butan-2-ol,CPD-326
MTBH37RV,CPD-326,C4H10O1,74.122,CCC(O)C,butan-2-ol,CPD-326
PPUT160488,CPD-326,C4H10O1,74.122,CCC(O)C,butan-2-ol,CPD-326
YARROWIA,CPD-326,C4H10O1,74.122,CCC(O)C,butan-2-ol,CPD-326
YEAST,CPD-326,C4H10O1,74.122,CCC(O)C,butan-2-ol,CPD-326
GCF_000014565,MEK,C4H8O1,72.107,CCC(C)=O,butan-2-one,MEK
ECOLI,CPD-12276,C4H10O2,90.122,CC(O)CCO,"butane-1,3-diol",CPD-12276
ECOLI,BUTYRIC_ACID,C4H7O2,87.098,CCCC(=O)[O-],butanoate,BUTYRIC_ACID
GCF_000014565,BUTYRIC_ACID,C4H7O2,87.098,CCCC(=O)[O-],butanoate,BUTYRIC_ACID
GCF_000046845,BUTYRIC_ACID,C4H7O2,87.098,CCCC(=O)[O-],butanoate,BUTYRIC_ACID
GCF_009937745,BUTYRIC_ACID,C4H7O2,87.098,CCCC(=O)[O-],butanoate,BUTYRIC_ACID
MED4,BUTYRIC_ACID,C4H7O2,87.098,CCCC(=O)[O-],butanoate,BUTYRIC_ACID
MTBH37RV,BUTYRIC_ACID,C4H7O2,87.098,CCCC(=O)[O-],butanoate,BUTYRIC_ACID
PPUT160488,BUTYRIC_ACID,C4H7O2,87.098,CCCC(=O)[O-],butanoate,BUTYRIC_ACID
YARROWIA,BUTYRIC_ACID,C4H7O2,87.098,CCCC(=O)[O-],butanoate,BUTYRIC_ACID
YEAST,BUTYRIC_ACID,C4H7O2,87.098,CCCC(=O)[O-],butanoate,BUTYRIC_ACID
GCF_009937745,BUTYRYL-P,C4H7O5P1,166.07,CCCC(OP([O-])([O-])=O)=O,butanoyl phosphate,BUTYRYL-P
ECOLI,BUTHIONINE-SULFOXIMINE,C8H18N2O3S1,222.302,CCCCS(=O)(=N)CC[C@H]([NH3+])C(=O)[O-],buthionine sulfoximine,BUTHIONINE-SULFOXIMINE
GCF_000014565,BUTYRAMIDE,C4H9N1O1,87.121,CCCC(N)=O,butyramide,BUTYRAMIDE
GCF_000046845,BUTYRAMIDE,C4H9N1O1,87.121,CCCC(N)=O,butyramide,BUTYRAMIDE
ECOLI,CPD0-1675,C9H20N1O2,174.262,CCCC(=O)OCC[N+](C)(C)C,butyrylcholine,CPD0-1675
ECOLI,C-Clusters,,87.907,,C-cluster,C-Clusters
GCF_000014565,C-Clusters,,87.907,,C-cluster,C-Clusters
GCF_000046845,C-Clusters,,87.907,,C-cluster,C-Clusters
GCF_009937745,C-Clusters,,87.907,,C-cluster,C-Clusters
MTBH37RV,C-Clusters,,87.907,,C-cluster,C-Clusters
PPUT160488,C-Clusters,,87.907,,C-cluster,C-Clusters
YARROWIA,C-Clusters,,87.907,,C-cluster,C-Clusters
YEAST,C-Clusters,,87.907,,C-cluster,C-Clusters
PPUT160488,CPD-22674,C17H31O2,267.431,CCCCCCC1(CC1CCCCCCCC(=O)[O-]),C17:cyclopropane,CPD-22674
YEAST,CPD-13610,C20H42N1O2,328.557,CCCCCCCCCCCCCCCCCC(=O)[C@@H]([NH3+])CO,C<sub>20</sub> 3-dehydrosphinganine,CPD-13610
YEAST,CPD-22075,C20H44N1O3,346.572,CCCCCCCCCCCCCCCC[C@@H](O)[C@H]([C@H](CO)[NH3+])O,C<sub>20</sub> phytosphingosine,CPD-22075
YEAST,CPD-13611,C20H44N1O2,330.573,CCCCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO,C<sub>20</sub> sphinganine,CPD-13611
ECOLI,CA+2,Ca1,40.08,[Ca+2],Ca<SUP>2+</SUP>,CA+2
GCF_009937745,CA+2,Ca1,40.08,[Ca+2],Ca<SUP>2+</SUP>,CA+2
MED4,CA+2,Ca1,40.08,[Ca+2],Ca<SUP>2+</SUP>,CA+2
MTBH37RV,CA+2,Ca1,40.08,[Ca+2],Ca<SUP>2+</SUP>,CA+2
PPUT160488,CA+2,Ca1,40.08,[Ca+2],Ca<SUP>2+</SUP>,CA+2
YARROWIA,CA+2,Ca1,40.08,[Ca+2],Ca<SUP>2+</SUP>,CA+2
YEAST,CA+2,Ca1,40.08,[Ca+2],Ca<SUP>2+</SUP>,CA+2
ECOLI,DIMETHYLARSINATE,C2H6O2As1,136.99,C[As](C)(=O)[O-],cacodylate,DIMETHYLARSINATE
MED4,DIMETHYLARSINATE,C2H6O2As1,136.99,C[As](C)(=O)[O-],cacodylate,DIMETHYLARSINATE
YEAST,DIMETHYLARSINATE,C2H6O2As1,136.99,C[As](C)(=O)[O-],cacodylate,DIMETHYLARSINATE
ECOLI,CADAVERINE,C5H16N2,104.195,C([NH3+])CCCC[NH3+],cadaverine,CADAVERINE
MED4,CADAVERINE,C5H16N2,104.195,C([NH3+])CCCC[NH3+],cadaverine,CADAVERINE
MTBH37RV,CADAVERINE,C5H16N2,104.195,C([NH3+])CCCC[NH3+],cadaverine,CADAVERINE
PPUT160488,CADAVERINE,C5H16N2,104.195,C([NH3+])CCCC[NH3+],cadaverine,CADAVERINE
YARROWIA,CADAVERINE,C5H16N2,104.195,C([NH3+])CCCC[NH3+],cadaverine,CADAVERINE
PPUT160488,CPD-22346,C10H23O2P1S2,270.384,CCC(C)SP(SC(CC)C)(=O)OCC,cadusafos,CPD-22346
ECOLI,CAFFEATE,C9H7O4,179.152,C1(/C=C(C(/O)=C\C(/C=C/C([O-])=O)=1)/O),caffeate,CAFFEATE
GCF_000014565,CAFFEATE,C9H7O4,179.152,C1(/C=C(C(/O)=C\C(/C=C/C([O-])=O)=1)/O),caffeate,CAFFEATE
GCF_000046845,CAFFEATE,C9H7O4,179.152,C1(/C=C(C(/O)=C\C(/C=C/C([O-])=O)=1)/O),caffeate,CAFFEATE
GCF_009937745,CAFFEATE,C9H7O4,179.152,C1(/C=C(C(/O)=C\C(/C=C/C([O-])=O)=1)/O),caffeate,CAFFEATE
MTBH37RV,CAFFEATE,C9H7O4,179.152,C1(/C=C(C(/O)=C\C(/C=C/C([O-])=O)=1)/O),caffeate,CAFFEATE
PPUT160488,CAFFEATE,C9H7O4,179.152,C1(/C=C(C(/O)=C\C(/C=C/C([O-])=O)=1)/O),caffeate,CAFFEATE
YARROWIA,CAFFEATE,C9H7O4,179.152,C1(/C=C(C(/O)=C\C(/C=C/C([O-])=O)=1)/O),caffeate,CAFFEATE
YEAST,CAFFEATE,C9H7O4,179.152,C1(/C=C(C(/O)=C\C(/C=C/C([O-])=O)=1)/O),caffeate,CAFFEATE
ECOLI,CPD0-1589,,110.986,,calcium chloride,CPD0-1589
ECOLI,CPD0-2507,,147.016,,calcium chloride dihydrate,CPD0-2507
ECOLI,CPD-18500,,136.05899,,calcium hydrogenphosphate,CPD-18500
ECOLI,CPD0-2419,,236.15001,,calcium nitrate tetrahydrate,CPD0-2419
ECOLI,CPD0-1359,C20H30N2O4,362.468,CCCC[C@@H](C=O)NC([C@H](CC(C)C)NC(=O)OCC1(\C=C/C=C\C=1))=O,calpeptin,CPD0-1359
ECOLI,Camphor,C10H16O1,152.236,CC1(C2(C)(CCC1CC(=O)2))(C),camphor,Camphor
GCF_000014565,Camphor,C10H16O1,152.236,CC1(C2(C)(CCC1CC(=O)2))(C),camphor,Camphor
GCF_000046845,Camphor,C10H16O1,152.236,CC1(C2(C)(CCC1CC(=O)2))(C),camphor,Camphor
GCF_009937745,Camphor,C10H16O1,152.236,CC1(C2(C)(CCC1CC(=O)2))(C),camphor,Camphor
MTBH37RV,Camphor,C10H16O1,152.236,CC1(C2(C)(CCC1CC(=O)2))(C),camphor,Camphor
PPUT160488,Camphor,C10H16O1,152.236,CC1(C2(C)(CCC1CC(=O)2))(C),camphor,Camphor
YARROWIA,Camphor,C10H16O1,152.236,CC1(C2(C)(CCC1CC(=O)2))(C),camphor,Camphor
YEAST,Camphor,C10H16O1,152.236,CC1(C2(C)(CCC1CC(=O)2))(C),camphor,Camphor
GCF_000014565,CANAVANINOSUCCINATE,C9H15N4O7,291.24,C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O,canavaninosuccinate,CANAVANINOSUCCINATE
GCF_000046845,CANAVANINOSUCCINATE,C9H15N4O7,291.24,C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O,canavaninosuccinate,CANAVANINOSUCCINATE
GCF_009937745,CANAVANINOSUCCINATE,C9H15N4O7,291.24,C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O,canavaninosuccinate,CANAVANINOSUCCINATE
MED4,CANAVANINOSUCCINATE,C9H15N4O7,291.24,C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O,canavaninosuccinate,CANAVANINOSUCCINATE
MTBH37RV,CANAVANINOSUCCINATE,C9H15N4O7,291.24,C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O,canavaninosuccinate,CANAVANINOSUCCINATE
PPUT160488,CANAVANINOSUCCINATE,C9H15N4O7,291.24,C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O,canavaninosuccinate,CANAVANINOSUCCINATE
YARROWIA,CANAVANINOSUCCINATE,C9H15N4O7,291.24,C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O,canavaninosuccinate,CANAVANINOSUCCINATE
YEAST,CANAVANINOSUCCINATE,C9H15N4O7,291.24,C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O,canavaninosuccinate,CANAVANINOSUCCINATE
ECOLI,CAPSAICIN,C18H27N1O3,305.416,CC(/C=C/CCCCC(NCC1(\C=C/C(/O)=C(/C=1)/OC))=O)C,capsaicin,CAPSAICIN
ECOLI,CPD0-2067,C9H15N1O3S1,217.282,C[C@H](CS)C(N1(CCC[C@@H](C(=O)O)1))=O,captopril,CPD0-2067
ECOLI,CARBAMATE,C1H2N1O2,60.032,C(=O)([O-])N,carbamate,CARBAMATE
GCF_000014565,CARBAMATE,C1H2N1O2,60.032,C(=O)([O-])N,carbamate,CARBAMATE
GCF_000046845,CARBAMATE,C1H2N1O2,60.032,C(=O)([O-])N,carbamate,CARBAMATE
GCF_009937745,CARBAMATE,C1H2N1O2,60.032,C(=O)([O-])N,carbamate,CARBAMATE
MED4,CARBAMATE,C1H2N1O2,60.032,C(=O)([O-])N,carbamate,CARBAMATE
MTBH37RV,CARBAMATE,C1H2N1O2,60.032,C(=O)([O-])N,carbamate,CARBAMATE
PPUT160488,CARBAMATE,C1H2N1O2,60.032,C(=O)([O-])N,carbamate,CARBAMATE
YARROWIA,CARBAMATE,C1H2N1O2,60.032,C(=O)([O-])N,carbamate,CARBAMATE
YEAST,CARBAMATE,C1H2N1O2,60.032,C(=O)([O-])N,carbamate,CARBAMATE
ECOLI,CARBAMOYL-P,C1H2N1O5P1,139.004,C(=O)(N)OP(=O)([O-])[O-],carbamoyl phosphate,CARBAMOYL-P
GCF_000014565,CARBAMOYL-P,C1H2N1O5P1,139.004,C(=O)(N)OP(=O)([O-])[O-],carbamoyl phosphate,CARBAMOYL-P
GCF_000046845,CARBAMOYL-P,C1H2N1O5P1,139.004,C(=O)(N)OP(=O)([O-])[O-],carbamoyl phosphate,CARBAMOYL-P
GCF_009937745,CARBAMOYL-P,C1H2N1O5P1,139.004,C(=O)(N)OP(=O)([O-])[O-],carbamoyl phosphate,CARBAMOYL-P
MED4,CARBAMOYL-P,C1H2N1O5P1,139.004,C(=O)(N)OP(=O)([O-])[O-],carbamoyl phosphate,CARBAMOYL-P
MTBH37RV,CARBAMOYL-P,C1H2N1O5P1,139.004,C(=O)(N)OP(=O)([O-])[O-],carbamoyl phosphate,CARBAMOYL-P
PPUT160488,CARBAMOYL-P,C1H2N1O5P1,139.004,C(=O)(N)OP(=O)([O-])[O-],carbamoyl phosphate,CARBAMOYL-P
YARROWIA,CARBAMOYL-P,C1H2N1O5P1,139.004,C(=O)(N)OP(=O)([O-])[O-],carbamoyl phosphate,CARBAMOYL-P
YEAST,CARBAMOYL-P,C1H2N1O5P1,139.004,C(=O)(N)OP(=O)([O-])[O-],carbamoyl phosphate,CARBAMOYL-P
ECOLI,CPD-9218,C17H16N2O6S1,376.383,CC2(C)([C@H](C(=O)[O-])N1(C([C@H]([C@H]1S2)NC(C(C(=O)[O-])C3(\C=C/C=C\C=3))=O)=O)),carbenicillin,CPD-9218
ECOLI,CARBON-MONOXIDE,C1O1,28.01,[C-]#[O+],carbon monoxide,CARBON-MONOXIDE
GCF_000014565,CARBON-MONOXIDE,C1O1,28.01,[C-]#[O+],carbon monoxide,CARBON-MONOXIDE
GCF_000046845,CARBON-MONOXIDE,C1O1,28.01,[C-]#[O+],carbon monoxide,CARBON-MONOXIDE
GCF_009937745,CARBON-MONOXIDE,C1O1,28.01,[C-]#[O+],carbon monoxide,CARBON-MONOXIDE
MED4,CARBON-MONOXIDE,C1O1,28.01,[C-]#[O+],carbon monoxide,CARBON-MONOXIDE
MTBH37RV,CARBON-MONOXIDE,C1O1,28.01,[C-]#[O+],carbon monoxide,CARBON-MONOXIDE
PPUT160488,CARBON-MONOXIDE,C1O1,28.01,[C-]#[O+],carbon monoxide,CARBON-MONOXIDE
YARROWIA,CARBON-MONOXIDE,C1O1,28.01,[C-]#[O+],carbon monoxide,CARBON-MONOXIDE
YEAST,CARBON-MONOXIDE,C1O1,28.01,[C-]#[O+],carbon monoxide,CARBON-MONOXIDE
ECOLI,CO3,C1O3,60.009,C([O-])(=O)[O-],carbonate,CO3
GCF_000014565,CO3,C1O3,60.009,C([O-])(=O)[O-],carbonate,CO3
GCF_000046845,CO3,C1O3,60.009,C([O-])(=O)[O-],carbonate,CO3
GCF_009937745,CO3,C1O3,60.009,C([O-])(=O)[O-],carbonate,CO3
MED4,CO3,C1O3,60.009,C([O-])(=O)[O-],carbonate,CO3
MTBH37RV,CO3,C1O3,60.009,C([O-])(=O)[O-],carbonate,CO3
